	1207,37,152
1671515	3939,46
1671516	126,666,3939
1671517	3939,223
1671518	3939,1360,2239
1671519	766,179,143,128,228,3939,27,535
1671520	3720,3939
1671521	356,3939
1671522	3939,143
1671523	2679,1259,1680,3939,2239
1671524	2082,1003,2044,1671,402,1680,3939
1671525	1102,35,2395,1225,365,452,518,76,450,938,3939,1265,27,421
1671526	1680,3939,2239
1671527	1680,3939,228
1671528	3939,107,46
1671529	1680,3939,2044,2239
1671530	1680,4204,3939
1671531	35,3939,429,231
1671532	1680,43,3939,32,2239
1671533	17,3939
1671534	67,3939,793,143
1671535	3939,152
1671536	3939,145
1671537	3939,2044,663
1671538	3939,2384
1671539	536,2044,748,2111,3939,421
1671540	3939,2239
1671541	88,467,539,146,272,3939
1671542	3939,464
1671543	3939,231
1671544	3939,2044
1671545	3939,223
1671546	955,1680,599,128,3939
1671547	3939,2979,1145,405
1671548	3939,1159,216,467
1671549	605,3939,1480
1671550	1680,3939,3462
1671551	2082,296,342,685,3138,3939,862
1671552	3939,2044,535
1671553	3939,128
1671554	188,3939,46,38
1671555	3939,231
1671556	1102,56,770,218,143,532,3251,3939,176
1671557	3138,3939
1671558	3589,1371,1658,3251,3939,1794,1978
1671559	1680,3138,3939,2239
1671560	3939,2004
1671561	3939,1658,1707
1671562	1680,3939,2044
1671563	3939,2637
1671564	1890,537,748,216,810,352,95,460,17,1158,228,3939,27,176
1671565	746,3939
1671566	2492,3939,1854,518
1671567	3939,2119
1671568	3939,128
1671569	705,3939,1680
1671570	467,223,299,81,58,3939,2523,505,1953
1671571	1459,223,1680,705,3939
1671572	3939,968
1671573	3939,2044
1671574	1680,3939
1671575	3939,27
1671576	1680,3939,41
1671577	1789,3951,2044,1975,1065,179,2041,1305,1680,440,192,3939,584,19,222,2239
1671578	3939,246
1671579	1680,4204,3939,128
1671580	3939,136
1671581	766,95,965,3939,1265
1671582	2261,1373,599,8,3939,176
1671583	1680,3939
1671584	2044,1459,223,3939,2239
1671585	3939,223,27
1671586	375,240,76,41,3939
1671587	426,3939
1671588	3939,2457
1671589	3939,1378,133,2862
1671590	179,369,128,3939
1671591	3939,95
1671592	223,95,2568,965,3939,1265
1671593	628,3939
1671594	15,3939,95
1671595	127,56,770,122,194,881,3939,107,1456,128,228,1609
1671596	770,17,1046,1570,325,3939
1671597	127,216,2479,779,2797,3939,281
1671598	79,3939,1801
1671599	3939,223
1671600	1680,3939,2239
1671601	498,2771,152,143,3939
1671602	279,2771,1680,146,3939
1671603	1758,3939,770,128
1671604	17,3939,216
1671605	3939,223
1671606	3939,1656
1671607	1680,3939,2239
1671608	1022,3939
1671609	3939,27,241
1671610	2211,67,372,1207,1788,3939,2507
1671611	3939,535
1671612	1774,3138,3939,2984
1671613	3939,27
1671614	372,3939,914
1671615	330,3939
1671616	2491,3939,2041,1680
1671617	3939,273
1671618	3138,3939,387
1671619	1157,133,217,128,2063,369,3939,72
1671620	3939,176
1671621	426,3939,524
1671622	91,25,1360,30,3939
1671623	3939,1360,2239
1671624	3939,223,3077
1671625	2086,3939
1671626	563,3939
1671627	1680,3939
1671628	921,1658,131,221,3939
1671629	3939,539
1671630	216,205,1680,128,705,3939
1671631	426,1224,3939,2420
1671632	2491,56,223,3939
1671633	943,1680,1360,2491,3939
1671634	1680,3939
1671635	3939,692
1671636	3939,592,27
1671637	3939,128
1671638	2044,838,223,3939,176
1671639	451,2976,467,2833,17,1060,673,228,3939,2637
1671640	49,2044,452,17,1360,143,192,436,318,3939,27,535
1671641	458,3939,3295,588
1671642	943,3939
1671643	666,223,372,3939,440,258,956,228,2565,2130,1283,862
1671644	3939,510
1671645	2491,3939,279
1671646	467,622,359,3939,222
1671647	3939,27
1671648	1680,3939,770,128
1671649	1680,3939
1671650	246,2172,152,3939,1609
1671651	1405,1208,1711,2797,3939,588,176
1671652	95,2010,1360,1207,76,356,3939
1671653	60,3939
1671654	49,728,2041,241,272,3939,2637,176
1671655	49,3939
1671656	1671,3939,2239
1671657	68,133,1680,152,3939,2101
1671658	3939,204
1671659	3939,246
1671660	1022,3939
1671661	3939,175
1671662	56,770,2703,1975,68,128,2863,3939,176
1671663	1579,2444,3939
1671664	810,1423,1680,192,3939,963
1671665	56,3939,70
1671666	3939,87,27
1671667	3939,27
1671668	595,3939
1671669	2044,708,4,144,3939,0
1671670	1680,56,3939
1671671	4204,3939,2044
1671672	3939,1265
1671673	1671,3939,223
1671674	426,3939,1125
1671675	1680,3939,2239
1671676	3939,544
1671677	2640,3939,2375,3051
1671678	1680,3939,2044,2239
1671679	3939,498,2857
1671680	3939,88,192
1671681	56,518,81,1940,124,3939
1671682	1680,3939,2239
1671683	1680,3939
1671684	3939,770
1671685	766,770,748,3314,228,3939,27,2239
1671686	3939,1059
1671687	545,246,159,267,3939
1671688	2266,1522,146,2857,3939,2012
1671689	1360,3939,1305
1671690	228,3939,2044
1671691	3939,143
1671692	3939,242
1671693	2044,707,372,1344,3939
1671694	1680,56,3939
1671695	90,60,3939
1671696	1003,3939,208
1671697	943,3939
1671698	3939,2601
1671699	3939,223
1671700	3939,223
1671701	127,537,85,14,1680,1607,3138,3939
1671702	3939,76
1671703	1680,3939
1671704	3939,2044
1671705	1680,3939,2239
1671706	1680,893,3939,544
1671707	27,3939,95,216
1671708	3939,1360,396
1671709	3939,536,491,216
1671710	1680,3939
1671711	2082,3939
1671712	3939,246
1671713	3939,536
1671714	262,2044,467,390,2257,188,452,2239,241,1680,17,1360,421,1454,3939,27,176
1671715	3939,27
1671716	426,3939
1671717	49,88,2199,279,2041,241,2220,152,272,3939
1671718	3939,3098,3071
1671719	3939,1360
1671720	170,3939
1671721	3939,536,87,2239
1671722	3939,2044
1671723	3939,2637
1671724	1022,3939
1671725	176,1022,223,3939,27,535
1671726	3939,155
1671727	3939,223,27
1671728	127,2056,14,218,95,3939,27
1671729	56,752,818,133,1319,3939,535
1671730	228,3939
1671731	3939,536
1671732	3939,216,2239
1671733	619,974,1053,3296
1671734	3296,325
1671735	314,145,3296,406,474
1671736	90,95,965,3296
1671737	2091,3296
1671738	3419,225,366,593,3296,1436,650
1671739	314,531,666,366,145,858,771,3296,69
1671740	197,3296,155,76,167
1671741	32,3296
1671742	109,531,111,3296,795
1671743	53,3296
1671744	1080,3296
1671745	76,46,272,3296
1671746	2415,1971,3296,2076,2388
1671747	157,3296
1671748	327,172,2027,3296
1671749	1825,350,2972,2899,1662,1565,3296,67,2169,1307,627,176
1671750	619,3296
1671751	1102,748,179,3296,128,532,600,634
1671752	3296,1385,2326,2720
1671753	296,1145,3296,2134,167
1671754	1053,3296
1671755	2272,3296
1671756	2019,4,2043,3296
1671757	162,3296
1671758	314,3296
1671759	2861,1371,1849,593,3296,2220,1755
1671760	272,3296
1671761	216,77,375,3296
1671762	2755,206,866,3296,474,235,1901,1618
1671763	56,455,68,3296,167
1671764	155,3296
1671765	851,3296
1671766	979,3296
1671767	528,219,3296,267,242
1671768	379,275,836,3296
1671769	1859,3296
1671770	775,1900,2743,3296
1671771	2025,3910,593,3296,1697
1671772	2154,3296
1671773	619,314,3296
1671774	87,3296
1671775	833,350,1590,3296,79,1868,381
1671776	49,626,2260,1615,688,3296,1124,272,32,1078,97,1374,68,46,398,1946,1274,2344,1259
1671777	801,204,351,3296,15,17,46,88,387
1671778	314,1658,3296
1671779	197,1317,1590,940,426,866,670,3296,1068,2022,600,222,2203
1671780	619,3296
1671781	279,3296,216,2393
1671782	2980,3296
1671783	619,1666,3296
1671784	3929,3296
1671785	3296,41
1671786	1825,56,233,97,204,240,3296,2205,1207,267,155,38,143,673,32,19,176
1671787	49,46,2388,3296
1671788	663,2043,3296,17,228,27,176
1671789	197,2535,3296
1671790	19,219,965,3296
1671791	60,3296
1671792	2774,279,3296,152,2693
1671793	1203,531,3296,41,3466
1671794	568,3296
1671795	3296,4706,4488
1671796	103,3296
1671797	292,3296
1671798	823,3784,396,3296,1042,2943,585,3455,175,196,420,381,771,501,1201,394,3422,1869,3016,3620,105
1671799	518,3296,84,38,2363
1671800	851,3296
1671801	3296,809
1671802	1791,3296
1671803	4031,3296
1671804	95,3296
1671805	226,1107,3296,418,2480,1245,769,808,663,895,743,1817,81,2364,398,1083,1193,1086,2143,771,674,128,90,292,806,236,680,105
1671806	3296,1433,532,3428,1901
1671807	3296,471,1141
1671808	721,28,771,3296
1671809	851,3296
1671810	38,3296
1671811	3999,426,1971,3296,1245,32
1671812	3720,314,3296
1671813	619,3296
1671814	2444,1317,3296
1671815	528,2119,1339,2700,1653,3296,551
1671816	3296,1704,493
1671817	314,3296,79,650,2084
1671818	314,3296,1602,79,745
1671819	1483,3015,3296
1671820	3937,1447,3296,771,1286,3122,972
1671821	2183,3296
1671822	3720,155,404,3296
1671823	2104,3296,1205
1671824	793,3296,41
1671825	619,3296
1671826	1078,49,1857,1682,275,851,2522,1525,872,688,3296,46,726,38,272,938,379,2388
1671827	818,3296,2199
1671828	2969,3087,3296
1671829	1525,3296
1671830	827,1522,1197,3296,2395
1671831	3296,41
1671832	49,2388,272,3296
1671833	479,222,3296
1671834	2492,2976,3296
1671835	1125,3296
1671836	314,222,3296
1671837	49,32,2388,3296
1671838	4,3296
1671839	314,494,2669,3296,669,1494
1671840	2144,3296
1671841	205,3296,155,76,378,575,621,1262,1670,679,1066,257,1149,238,2419,481,79,911,41,19
1671842	1078,49,1682,95,87,3296,688,2388
1671843	2388,272,3296
1671844	563,269,1132,3296
1671845	2376,3296,964,1538
1671846	584,1646,3296
1671847	619,3296
1671848	2388,2479,3296
1671849	314,3296
1671850	1384,3296
1671851	2004,3296
1671852	1929,592,574,3296,2957,2870,1182
1671853	833,97,3296,1234,1492,177
1671854	1578,2286,3296
1671855	97,219,3296,1274,84,1655,41
1671856	49,32,3296
1671857	90,3296
1671858	15,3296
1671859	3043,1635,3708,3296
1671860	152,3296
1671861	127,49,1132,1926,2348,240,3296,917,404,251,1078,242,97,411,46,673,833,3,1672,152,208,1068,498,373,667,19,5,421
1671862	32,3296
1671863	49,3296
1671864	314,3226,3296,113,3264
1671865	372,3296
1671866	3296,2133,1418,2933
1671867	1574,392,1643,3296
1671868	3296,176
1671869	3296,69,1245,106,2900
1671870	3137,3296
1671871	1854,666,593,3296
1671872	2873,3296
1671873	1821,777,3296,130,2134,3899,499
1671874	636,1430,3296
1671875	375,396,1590,3296,974,69,608,493
1671876	721,3296
1671877	3296,325,418,613,4387,2569,973,19
1671878	1635,1623,3296
1671879	569,233,3296,726,1320
1671880	910,3296
1671881	242,858,3296
1671882	2106,3958,1157,87,3296,67,548,152,783,913,19,27
1671883	314,3296
1671884	49,83,891,3,4277,1373,3296,797,341,950,520
1671885	833,1492,3296
1671886	401,3068,1791,3296,149,2128,381,416,106
1671887	49,550,3296,1245,2388
1671888	554,3296,1068
1671889	619,3296
1671890	145,3296
1671891	35,49,851,14,81,3296,208,46,272,379
1671892	49,379,3688,3296,775,32
1671893	2544,3296
1671894	49,925,3296,440,38
1671895	1779,3296
1671896	79,3296
1671897	1295,560,442,1577,866,40,641,526,372,3296,1219,199,650,1414,110,118,789
1671898	1317,401,2438,3296
1671899	49,851,3296
1671900	32,836,3296
1671901	222,3296
1671902	1529,3296
1671903	307,3296,4088
1671904	2388,702,1971,3296
1671905	32,3296
1671906	1669,3495,3296
1671907	314,3296
1671908	670,1590,3296
1671909	49,379,3688,3296
1671910	1662,3296
1671911	2215,815,412,145,3296,3234,513,106
1671912	483,3296
1671913	370,3296
1671914	157,3296
1671915	2873,4098,3296
1671916	324,142,375,78,2303,3443,946,1030,3296,2227,956,6,267,155,76,260,257,2194
1671917	144,401,3296
1671918	3244,3296
1671919	56,728,3296,63,48
1671920	49,3296,146,76,98,926,32,133,81,584,216,2257,17,67,152,257,502,2507,19,27
1671921	49,1971,3296
1671922	663,3296
1671923	769,3296
1671924	49,3688,3296,910,32,2388
1671925	2128,599,3296
1671926	1621,1310,443,1966,3296,1179,1167
1671927	125,3296
1671928	900,3296
1671929	580,3296,2384,532,3349,611
1671930	1682,3296
1671931	739,3296,154,1210,143,53
1671932	531,811,380,366,3296,2368
1671933	538,731,95,3296,155
1671934	1397,3296
1671935	3296,396
1671936	314,618,2834,3296,474,325,1660
1671937	491,292,956,3296,450,926
1671938	619,314,2037,3296
1671939	95,272,3296
1671940	175,133,3296
1671941	1086,3296
1671942	531,3296
1671943	3355,249,3296
1671944	284,3296,418,4180,3590,1385,3580
1671945	732,3296,81,188
1671946	1078,49,1682,275,851,390,3296,910,272,60,379,32,176
1671947	619,588,3296
1671948	1199,3296
1671949	56,3296
1671950	350,111,3296,3428,2917
1671951	127,49,1803,3688,688,3296,272,2706,1078,397,46,673,275,216,872,17,379,747,499,1757,2586,726,2401,1977,2388
1671952	2537,3296
1671953	3296,2199
1671954	4636,3296
1671955	155,133,593,3296
1671956	443,3497,3296
1671957	3322,101,44,1619,22,3438,89
1671958	1033,3438,18,31
1671959	3216,101,162,494,54,476,630,159,3438,58,156,4,190
1671960	179,2192,452,3438,32,27
1671961	947,3438,678,1743
1671962	3438,365
1671963	1531,3438
1671964	3438,106
1671965	1451,434,891,526,158,154,3438
1671966	85,3438
1671967	3438,276
1671968	3438,2665
1671969	139,78,3438,1834,4444
1671970	3438,40,44,108
1671971	3438,4013
1671972	3438,409,1334
1671973	3438,242
1671974	3438,1345,1209,1418
1671975	746,3438,5,104
1671976	78,3438,492
1671977	666,3438,2215
1671978	1451,1198,527,3438,214
1671979	3438,3764
1671980	3438,1611
1671981	1602,4374,503,3438
1671982	356,3438
1671983	1086,402,970,11,3438,58,588
1671984	3438,222,494,805
1671985	94,3438
1671986	31,1151,1679,980,3438,285,1117,2368,416,19
1671987	3438,1212,641
1671988	1420,3438
1671989	1118,262,395,778,1557,2834,3159,936,2741,1215,67,1348,418,404,3438,1549,4036,499
1671990	158,3438
1671991	3438,28
1671992	50,243,1355,4477,829,2265,1673,434,1417,1800,138,3438,1213,1751,237,140,3619
1671993	2011,3438,1917,1681
1671994	2830,3438
1671995	162,3438
1671996	345,3438
1671997	1547,3438
1671998	3438,222
1671999	279,3438
1672000	3438,640
1672001	3438,69,1141
1672002	3438,2195,2834
1672003	156,3438,717,540
1672004	647,31,9,92,151,180,3438,18,40,837
1672005	3854,3438,3972,543
1672006	1118,1049,3608,3544,3438,0
1672007	721,348,759,320,456,145,471,306,166,3438,1076,799,1637,165,106
1672008	3438,1035
1672009	1761,858,2676,3438,1840,2950,2444,1489
1672010	127,3438
1672011	418,324,3438,3985
1672012	1157,3438,1601,3755,2370
1672013	301,1099,346,3438,58
1672014	159,174,3438
1672015	3438,1929
1672016	3438,3874
1672017	372,158,3438
1672018	418,3438
1672019	3589,3438
1672020	2130,3438,2012
1672021	3438,4034
1672022	3438,216
1672023	3438,75
1672024	336,80,3438,1219
1672025	3438,2482
1672026	418,3438
1672027	1115,3438,2273,954,1043
1672028	1263,3438
1672029	3438,2142,1563
1672030	11,3438
1672031	3438,767
1672032	85,614,3438,531
1672033	302,3438
1672034	3438,300
1672035	647,9,3438,209,541
1672036	2,3438
1672037	3438,1473
1672038	3765,1479,838,292,103,70,2543,3438,2146
1672039	279,3438
1672040	3438,32,546,1812
1672041	676,3438
1672042	2037,846,154,3438,2225,1141,1054,2973
1672043	3910,3438
1672044	3438,128
1672045	291,3438,968
1672046	475,3438,324
1672047	216,563,1028,3438,258,337,251
1672048	1491,448,78,948,166,3438,156
1672049	465,3438
1672050	4013,3438,4195
1672051	1857,197,3315,2035,571,935,180,1215,388,3438,1165
1672052	1056,220,130,615,639,129,3438,36,1441,92,289,2,2272,2231,40,277,1348,372,449,794
1672053	228,268,3438,1853
1672054	4132,3438,3958,3033
1672055	1421,24,78,1028,246,3438,8,89
1672056	35,31,212,206,187,3438,599,16,1546,156
1672057	3438,39
1672058	341,3438,1040,200
1672059	3438,3513
1672060	808,3438
1672061	2183,1050,616,3438,3211,69,1901
1672062	78,3438
1672063	2135,3438,59
1672064	2726,1795,2135,2151,1929,1169,2223,916,3438,2999,431,475,1492,485
1672065	1310,801,1175,2056,31,188,340,68,774,2308,129,3438,1627,316,167,1489,2709
1672066	29,2471,52,180,3586,3438,196,2022,40,2532
1672067	4,3438,40,906
1672068	289,3438,66,48
1672069	474,3005,3438,1440
1672070	621,3438,1075,167,702
1672071	3713,3438
1672072	197,2242,920,78,129,3438,98,1987,66,89,453,317,104,1198,857,469,4,9,142,578,402,158,321,2258,542,2276,3804,195,302,48,5
1672073	35,231,3438,462,167,318
1672074	162,3438
1672075	2135,3438,39
1672076	2409,810,3481,2,2689,138,1932,3438,4101,3110
1672077	1857,2011,2798,1315,1262,2458,434,1329,3438,53,747
1672078	824,3438,1049,1115
1672079	3221,3438,4034
1672080	29,50,2162,389,3438,325,1201,3619
1672081	156,3438,751,1471
1672082	1725,456,3438,490,214,89
1672083	3438,1049
1672084	3438,1270
1672085	3438,324
1672086	2376,3438,231
1672087	2620,28,3438,374,214
1672088	1414,577,3438
1672089	3960,330,816,3438,2388
1672090	2608,620,3438,2571,507
1672091	488,3438
1672092	3438,599,421
1672093	3438,3016
1672094	3438,1068
1672095	342,3438
1672096	1008,1479,531,734,1073,3438,222
1672097	413,3438
1672098	203,239,1558,2198,191,1058,186,3438,196,182,274,567,251
1672099	555,108,133,2277,3438,847,40
1672100	197,28,3438,1739,1793,40
1672101	3438,856
1672102	3300,387,3438
1672103	63,3438
1672104	3438,222
1672105	407,3438,257
1672106	203,3438,1865
1672107	884,205,412,1658,159,907,2957,3438,1137,257,1555,0,1713
1672108	3438,3637
1672109	3438,997,1370
1672110	2683,776
1672111	2683,367,928
1672112	90,2683,2574,158
1672113	2683,152
1672114	90,2683,14
1672115	2683,53
1672116	1157,2683,502,87
1672117	2683,1641,3246,1049
1672118	2683,868
1672119	308,868,2683
1672120	2683,692
1672121	221,2683,90,3475
1672122	90,2683,223,1243,4044
1672123	2683,492,192
1672124	2683,769
1672125	2683,1146
1672126	2683,868,1060,66
1672127	1397,2683
1672128	2683,811
1672129	90,2683
1672130	2683,1170
1672131	2683,33
1672132	307,2683
1672133	323,150,2683,175,570,286,430,16
1672134	2683,3044
1672135	204,2683,95,965,502,5
1672136	2683,78,761
1672137	85,2683,95,680,1030,1283
1672138	838,164,2683,81,124,177
1672139	2683,292,1146,3972,868
1672140	35,2427,3177,95,2683,98,177
1672141	90,2683,611
1672142	90,2683
1672143	2683,259,181,58,237
1672144	2683,78,4223,101
1672145	90,2683,460
1672146	90,337,107,2683
1672147	2683,177
1672148	2683,3252,53
1672149	2683,1086
1672150	174,2683
1672151	2683,1146
1672152	90,2683
1672153	2683,868
1672154	90,2683
1672155	2683,868
1672156	2683,162,797,3542
1672157	2683,619,292,910,93,98,899
1672158	218,2683
1672159	406,2683
1672160	1454,3620,2683,231
1672161	90,2683,821,1447,98,776
1672162	14,2683,292,891
1672163	2683,208,104
1672164	158,2683
1672165	2683,1929
1672166	2683,4
1672167	2683,946,147,24
1672168	2683,44,66
1672169	90,2683
1672170	2683,145
1672171	162,172,44,164,2683,78,206,719,158,98,828,1030,89
1672172	2726,2683,78,778
1672173	2683,98
1672174	154,377,103,2683
1672175	2082,35,90,2683,3793,4105,868
1672176	770,390,563,2683,195
1672177	90,2683
1672178	231,204,2683,192,5
1672179	90,2683,78
1672180	90,2683
1672181	2683,276,77
1672182	95,48,742,2683
1672183	90,2427,2683
1672184	90,2683,663,4044
1672185	2683,3155
1672186	2683,223,251
1672187	2683,88
1672188	90,2683,254,98
1672189	2683,868,3542
1672190	2279,2683
1672191	2683,868,667
1672192	1124,254,77,2683
1672193	158,2683
1672194	90,2683
1672195	1392,2683,67,27,421
1672196	1397,2683
1672197	2683,324
1672198	85,554,2683,246,152
1672199	2683,655,128
1672200	2683,1146,1042,316,868
1672201	2683,267
1672202	3399,2683,2013,46,657,222
1672203	2683,1259,8
1672204	2683,78
1672205	2427,868,624,2683
1672206	2683,934
1672207	229,2683,63,90
1672208	90,2683,177
1672209	90,2683,158
1672210	269,2683,143,282,505
1672211	784,2683
1672212	174,2683,25
1672213	2683,868,103,1447
1672214	2683,81,176
1672215	605,2556,451,2199,568,2683,223,464,497,158,154,359,53,93
