	47,413,792,495
717754	1128,2705,1322,626,160,810,1648,266,155,267,1240,2845,475,88,2869,3961,81,2974,46,131,387,51,1005,188,464,1358,1209,3,15,67,2501,107,87,257,1149,1474,4088,2608,449,136,3554,365,373,1229,258,167,834,421
717755	3643,2324,1738,840,1733,1531,133,3202,1068,1474
717756	3099,1474
717757	336,443,1844,1631,2845,1795,708,3526,344,908,2386,1354,73,1175,3076,513,1474,690,111
717758	2726,2377,2060,160,1872,1120,810,205,2355,1615,1207,905,475,254,157,1346,1221,350,411,339,740,1723,1674,977,218,890,1358,871,17,699,1054,793,1474,1375,593,1274,617,359
717759	127,56,1317,521,146,3009,35,1745,122,179,65,450,131,204,464,87,620,988,657,37,3234,1474,921,568,365,221,587,3303
717760	2831,1474
717761	1286,1474
717762	3493,97,3749,1358,359,841,1474
717763	766,14,122,429,81,2281,15,208,152,143,620,2863,510,2149,627,1474
717764	127,538,1813,907,1221,61,211,779,123,143,1030,387,2615,1059,15,17,213,303,718,1474,363,45,194,305,154,510,167,5
717765	1474,764
717766	41,97,455,219,835,626,352,411,133,152,3474,102,46,257,673,2813,997,1474
717767	262,3371,314,531,396,1453,1853,808,1404,803,175,68,1211,1199,1743,347,954,621,1009,368,771,3459,1135,222,1474,1857,3054,1463,1742,426,2084,113,600,493
717768	1755,233,1474
717769	1233,1474
717770	2679,1979,194,1358,901,544,1919,893,617,510,1474
717771	1092,2124,793,106,1474
717772	344,65,1474
717773	1811,1938,205,146,32,1123,3946,1530,813,233,375,397,133,84,131,890,67,128,257,222,1474,498,207,373,19,102,359,221,1977,242,963
717774	1664,1204,1152,1474
717775	3377,467,223,65,1358,264,344,740,254,1474
717776	45,2627,2106,1543,1000,1504,740,198,69,167,1474
717777	314,79,2502,2420,347,1571,2564,392,73,1474
717778	2627,1811,441,279,1204,154,3926,167,505,1474
717779	2215,2898,2469,711,1385,1474
717780	618,179,15,17,67,1207,192,148,27,1474
717781	2640,1479,135,3008,328,745,2751,1474
717782	645,317,2176,3184,879,1474
717783	1128,2356,1909,3382,133,1358,726,1474
717784	31,765,1474
717785	1795,811,68,425,767,992,2831,48,106,1474
717786	572,205,220,474,1055,1788,1105,475,3124,1123,3856,1061,429,1635,743,65,2991,740,876,2270,941,1059,670,1964,17,67,1497,793,513,1474,3554,103,846,2220,2169,2191,726,510,167,1409,2142
717787	359,1474
717788	207,266,373,1591,84,67,421,475,177,1474
717789	813,1474
717790	269,2212,698,157,233,97,1374,3103,175,349,398,275,848,1474,2393,471,2638,19,725
717791	127,566,811,205,787,1648,1207,678,3567,1627,1788,2814,1061,455,375,1979,179,411,310,397,2294,779,171,1501,2719,1955,387,618,409,890,872,2835,15,17,944,67,988,1832,86,1230,2517,1489,1474,1446,498,2098,805,2914,640,1784,2375,658,79,102,1229,41,58,1259,725,2142
717792	1598,811,1812,205,1075,97,131,1587,275,1358,699,37,499,1474,951,1253,1375,238,2770,617,604,691
717793	49,97,1943,574,3,325,155,1734,41,747,32,499,1474
717794	1418,1474
717795	262,162,3171,188,866,1489,79,1672,1485,1620,1624,53,2430,1234,167,19,1474
717796	158,1474
717797	1298,216,787,310,344,272,1075,836,1474
717798	2043,461,1207,548,267,2063,157,1098,233,97,1049,1563,179,65,4136,584,1009,2465,1849,1358,918,988,985,1474,805,207,840,238,1065,593,373,4026
717799	538,1803,572,731,150,818,1484,254,2166,310,779,876,2179,250,872,492,1230,985,1468,499,1474,3637,1186,19,242
717800	1580,268,1474,122
717801	2726,876,203,257,2458,2193,619,774,2003,11,1344,819,1571,3005,1578,879,1474
717802	1474,122
717803	538,531,467,1256,905,1123,254,35,95,339,81,241,131,325,1955,1136,250,3063,941,14,15,17,67,2560,37,985,1474,752,1463,2027,351,481,726,691
717804	179,1474
717805	127,2387,1461,572,39,630,270,1256,76,3056,2302,500,1972,808,455,122,320,54,1458,310,74,4441,11,1620,131,469,247,1293,188,3487,464,87,257,710,1474,324,19
717806	2596,262,71,811,810,818,266,1215,905,88,254,3744,2869,176,215,157,819,1061,1635,411,310,397,65,779,171,2295,539,344,450,673,387,169,1335,216,14,2358,977,890,464,679,87,15,1504,17,699,2420,1829,985,671,1474,1506,45,1375,2090,351,1791,373,1360,102,359,510,221,167,19
717807	455,963,1474
717808	56,14,810,122,179,133,84,3234,865,1474
717809	1812,787,240,604,404,487,41,73,1152,1474
717810	803,70,144,327,1474
717811	1368,1630,1474
717812	127,56,1008,1803,160,1598,278,1055,1075,746,254,361,413,451,2106,122,554,339,65,123,1039,2719,740,2461,2386,252,250,2796,742,14,977,546,1543,2336,3,15,1504,944,790,3530,607,260,793,2391,3822,1474,45,498,2356,568,928,471,3858,617,258,359,510,1409
717813	2037,2774,403,339,1474
717814	2726,207,402,69,1474
717815	4080,1474
717816	1295,2476,2177,977,1065,1737,2431,238,1535,579,474,2719,2796,1105,1474
717817	1396,45,1253,2060,811,122,977,818,315,84,604,146,740,1587,510,254,781,1474
717818	332,1474
717819	90,359,1474
717820	35,2373,1522,1474,1170,3357,2379
717821	127,3827,2841,3340,810,2043,497,2063,93,1265,35,1221,1745,455,95,65,1658,740,131,1354,588,1723,2656,1102,748,14,188,218,1358,3839,17,152,369,513,2616,37,2012,1474,1253,1446,1226,2537,359,2638,221,510,781
717822	588,1474
717823	390,179,68,575,464,421,265,3303,1474
717824	592,307,2136,2198,128,2999,228,588,1474
717825	238,1630,1474
717826	1396,262,1811,3927,810,76,1265,179,68,65,1296,347,250,2168,15,17,747,1474,1118,952,102,27
717827	740,1474
717828	302,1929,1474
717829	610,2774,218,95,65,1672,1474
717830	588,610,1474
717831	109,1253,1235,959,619,416,68,65,691,698,325,3905,1234,3217,112,287,1474
717832	426,787,1403,79,488,1000,347,41,985,1474
717833	2887,1335,65,1718,1319,3464,740,2391,1474
717834	352,1474
717835	1253,56,1563,218,223,2010,84,46,599,128,905,131,510,169,2895,1474
717836	3900,1474
717837	65,359,1269,242,1474
717838	1708,2705,1326,3434,2948,4513,411,2218,3249,250,2168,3733,2562,1474,498,3246,2671,2041,2375,2698,1870,2693
717839	572,1771,2464,1740,404,475,455,1563,411,310,2351,673,67,1964,1280,499,45,2356,801,1522,658,899,2726,531,1582,155,1075,215,133,2979,740,450,871,2828,17,988,513,2895,1446,238,1513,127,240,1123,254,2925,1930,65,275,977,890,1230,2021,640,102,963,1298,2060,626,811,2114,266,881,905,2073,1281,157,819,2106,339,84,325,1587,3086,2769,1504,1377,257,1829,2360,1474,2164,471,373,2191,27
717840	592,219,179,325,19,1474
717841	818,1474
717842	1821,262,225,2705,835,787,266,461,688,240,230,155,267,76,478,32,157,378,1078,1098,97,2948,219,179,812,95,68,575,1211,65,171,450,325,785,347,534,2791,349,398,477,250,73,1102,748,275,2568,152,1307,86,775,904,2432,1474,498,399,351,471,1969,846,658,1319,102,41,581,167,19,834
717843	481,363,1474
717844	1100,409,2,78,1426,3738,65,240,70,1018,3916,2719,1819,1668,1474
717845	127,162,572,266,240,819,1745,2948,65,740,131,588,1193,1358,87,918,1672,699,1711,37,513,3234,1474,921,2774,1375,238,471,1319,2191,359,221,510,1729
717846	172,604,2318,717,1474
717847	588,388,1474
717848	1811,1474
717849	803,1450,416,144,588,1474
717850	2004,4248,3645,167,1474
717851	796,1805,2555,779,1474
717852	4139,1474
717853	1686,2697,1919,1868,2212,2722,2583,4135,375,2332,2655,3808,1423,67,1886,1474,840,874,1729,2483
717854	531,1971,1215,2684,1876,1474
717855	2555,1474
717856	1003,227,109,231,65,1813,944,33,69,1105,3428,510,1474
717857	1474,872,1000,2631,588,2523,177,1057
717858	1682,314,3123,531,2177,2699,2899,95,103,2326,2568,3605,876,4263,167,702,841,1474
717859	262,1579,2911,1825,2452,3524,3296,1484,1976,414,1620,1863,536,1498,1000,3244,1489,1660,1474,1523,518,2344
717860	766,240,2419,726,76,962,41,86,781,1474
717861	1843,296,544,685,228,1474
717862	592,2841,805,218,87,17,702,1474
717863	699,359,1474
717864	2397,1474
717865	2185,1670,940,1674,2199,1105,1474
717866	1446,575,544,1160,1571,1474
717867	513,654,1403,2880,145,359,53,293,740,2368,588,819,1474
717868	1317,1018,155,146,1627,1224,1234,2509,813,3050,219,2885,122,429,179,175,68,774,575,764,65,344,398,51,4102,188,679,15,944,260,485,1474,45,978,426,1328,2529,2746,167,841
717869	475,1474
717870	592,491,2348,218,37,1358,81,84,359,38,236,337,535,5,1474
717871	1630,204,467,65,15,17,344,272,511,740,510,1474
717872	2412,1474
717873	1474,2326,2158,2568
717874	127,56,205,76,475,32,215,808,35,455,122,133,65,84,720,390,2359,87,128,379,37,747,1474,2033,207,373,1940,1313
717875	416,1990,69,809,588,106,1474
717876	359,1474
717877	966,1474,65,1265
717878	833,176,1821,1554,401,610,335,416,1517,2100,123,1672,987,556,588,106,924,1474
717879	127,56,269,538,2060,2355,1256,548,146,32,35,455,429,133,764,2218,84,143,131,865,2756,218,890,620,208,1829,369,2395,1474,136,207,90,1065,1226,365,373,726,359,192,797,781
717880	2465,1943,1157,743,68,1759,1493,1215,1974,944,152,929,1474
717881	19,1474
717882	1358,15,8,3904,281,1474
717883	3349,3234,1630,1474
717884	179,45,1474
717885	1132,1408,4178,1757,2834,1059,1036,3133,1364,1474
717886	471,1474,359,1265
717887	1065,238,2257,65,2818,3984,1990,359,1230,392,1269,242,1474
717888	56,266,548,146,267,475,233,219,97,122,179,46,72,51,204,2143,87,17,152,1474,801,806,452,576,587,27
717889	1253,56,643,2203,429,854,218,95,133,846,107,4032,131,1054,167,37,841,1474
717890	1474,2548,1201,4174
717891	813,2461,1474
717892	250,2544,819,1474
717893	2355,1863,1811,1474
717894	216,1616,365,381,2771,3684,1474
717895	207,532,1474
717896	957,109,65,359,740,513,1474
717897	2491,3920,1474
717898	127,269,3061,85,787,266,240,678,686,88,32,819,491,97,2266,179,1157,1535,133,84,539,692,131,325,956,673,584,349,398,833,537,390,212,2013,17,929,2560,257,337,793,1497,37,718,1474,595,913,136,207,90,365,952,1274,846,2220,19,359,41,1409,725
717899	4031,3323,36,106,1474
717900	588,1474
717901	621,1175,1181,1474,1244,871,1207,988,2813,361
717902	538,160,14,204,307,982,962,302,1474
717903	228,45,35,2959,216,133,84,462,450,257,478,2270,379,673,1474
717904	378,2164,742,493,17,3657,1474
717905	2937,1474
717906	266,1124,1503,1096,122,4535,1020,584,1677,1021,1059,1999,715,87,15,2368,2391,2370,1474,1506,2774,3998,3464,1942,359,510,221,1940,2709
717907	1358,1474
717908	1065,45,36,1474
717909	942,721,298,403,2599,988,532,486,611,1474
717910	731,240,155,404,38,76,267,2814,32,1078,1049,179,812,171,65,84,1005,2599,15,67,257,718,1474,45,640,351,658,617,102,41,19
717911	1429,65,1093,1474
717912	793,686,1075,1474
717913	1474,588,176
717914	1286,1474
717915	2726,538,2355,475,254,1635,411,310,2351,1723,2769,1059,977,15,2895,2117,1474,1630,373,359,781
717916	1700,1811,136,752,68,81,3249,257,2171,1474
717917	566,411,133,42,251,1474
717918	368,1474
717919	417,1672,763,1474
717920	1258,471,1582,80,327,1474
717921	563,728,580,432,66,414,133,81,1433,532,785,1662,1474,2033,207,90,2189,422,611
717922	3571,218,1474
717923	859,2602,1662,1474
717924	56,2377,2705,1598,811,731,1938,1124,230,548,714,1734,926,1123,32,2920,219,97,179,854,175,133,1493,84,3693,962,450,584,73,1943,890,464,1358,152,257,747,793,775,1201,1474,1411,4416,207,840,238,1088,1065,952,373,365,617,726,192,1462,2613,19,1537
717925	176,1949,325,228,588,1474
717926	2608,2854,207,1975,1574,1280,2084,2791,3110,2591,1474
717927	127,1803,205,787,266,2225,938,1123,254,411,65,2405,15,944,699,69,1654,1474,359,1977,691
717928	2829,2772,388,1474
717929	1358,1474
717930	314,167,1474
717931	160,3314,223,497,686,1075,3164,2437,2948,2199,65,740,450,1233,1059,2336,1377,513,1474,801,359,510
717932	9,1474
717933	233,840,179,2143,698,93,1474
717934	588,416,1474
717935	262,497,254,93,1530,219,339,65,740,1262,275,15,1377,988,1506,1474,109,154,617,53,167
717936	563,574,2598,892,32,1474
717937	3113,4030,162,2623,2473,375,1746,2899,2914,679,819,532,2673,1474
717938	127,85,132,146,32,251,215,643,455,122,843,2479,81,143,702,1102,188,544,107,128,1260,502,37,2616,2395,505,1201,1474,1468,2671,518,1591,217,154,726,236,680,19,27,421
717939	451,350,352,488,347,1474
717940	663,160,122,691,699,2229,2734,3903,1474
717941	45,231,204,68,81,65,15,17,46,988,347,673,167,1474
717942	2291,97,2037,1611,2622,2513,2084,1068,73,1474
717943	350,401,335,666,712,416,1219,388,144,198,987,556,588,106,293,1474
717944	335,416,58,588,349,573,1474
717945	2476,1757,205,106,977,266,1259,699,951,793,513,1409,499,1474
717946	1396,538,1803,572,3030,787,2965,1207,404,2814,1105,1281,254,1923,932,179,310,65,4286,2294,81,450,876,347,250,2615,2514,618,1889,748,275,409,2049,3384,2420,2968,4468,793,485,671,513,1474,45,1522,1710,2162,471,593,1274,1469,481,617,2975,510,1977,242,1271
717947	1587,1554,240,1474
717948	106,1474
717949	95,1474
717950	1789,2185,301,1630,873,686,3094,3005,2734,1474
717951	1335,315,568,87,539,436,88,387,1474
717952	3571,3630,1868,3716,1976,325,2455,157,1474
717953	1789,176,1125,1506,803,755,1999,335,2667,987,588,1313,1474
717954	2819,573,1474
717955	382,1985,222,1474
717956	127,2493,2862,11,1492,671,1474
717957	215,1098,233,455,411,171,1211,84,740,131,398,275,770,1732,87,564,1307,257,747,37,499,1474,840,1375,1065,518,373,658,221
717958	429,2306,1474
717959	127,266,2771,1868,230,1207,478,1734,32,1123,35,3589,2948,219,2181,179,84,344,588,398,2951,87,564,918,3220,718,985,2149,499,1474,840,351,452,4308,102,41,1940,19,1537
717960	987,2667,1474
717961	85,1132,787,818,266,70,230,146,705,475,88,125,254,819,2898,429,310,65,2974,539,143,450,956,584,1794,1102,295,216,720,218,1733,3386,464,87,1377,128,2878,37,1072,1474,45,3321,801,1392,207,1065,365,147,373,1373,4027,2384,359,680,535,963,2142,421
717962	1079,1429,2409,1554,2412,238,403,1504,699,2772,1474
717963	1821,56,2502,375,179,743,584,1670,2049,204,1672,260,2042,1497,1149,1474,45,2006,2537,2982
717964	218,198,1474
717965	708,2,1521,981,3638,1068,247,1474
717966	3097,240,76,783,32,3601,375,854,95,68,133,65,398,941,1021,775,793,904,1553,1474,2658,1088,2984,911,27
717967	335,1474
717968	2100,987,588,106,1474
717969	269,1233,205,2283,1788,1474
717970	352,3015,1474
717971	238,1630,1474
717972	238,1630,1474
717973	2103,1474
717974	49,266,38,272,88,254,215,2473,84,60,72,51,14,390,620,2507,1474,426,238,1537
717975	352,3015,1474
717976	2876,2326,1069,2637,1474
717977	1474,122
717978	451,1335,1157,339,3338,46,60,1474
717979	1474,3380
717980	2726,1317,714,686,1745,2920,2106,352,250,2663,3609,3958,3070,152,747,2507,1874,1364,1474,2432,498,1088,952,1869,41,600
717981	1850,268,219,122,68,217,79,19,1474
717982	1561,1258,1776,3351,610,365,2148,698,382,1897,1474
717983	3186,1474
717984	1358,1474
717985	766,88,731,179,310,872,475,359,956,1013,510,387,1474
717986	238,1582,1474
717987	396,2934,240,1215,1484,474,2212,1234,242,789,411,171,2085,779,2591,2433,1379,1005,3145,2520,2833,392,1474,1977,1186,2474,726,1371,1870,3345,691
717988	2321,314,538,572,205,787,3163,272,530,176,350,2920,732,310,241,143,450,325,599,1723,1335,2168,1674,1975,15,17,152,1068,951,1474,45,1118,1757,2984,2100,246,359,1663
717989	1776,562,741,1474
717990	45,2887,818,1474,65,84,359,510,1468,2363
717991	203,508,1474,98,1255
717992	833,4054,1474
717993	3397,1474
717994	1821,1795,731,1214,1433,3387,673,2270,3330,1474
717995	672,599,1474
717996	943,568,666,2647,1501,76,1474
717997	1561,801,2380,1044,1248,2486,1204,1681,1286,1991,2134,2274,4123,2759,1474
717998	1323,1474
717999	566,204,2899,764,84,4578,1474
718000	2037,873,207,335,659,145,306,328,556,106,1474
718001	1474,2173,3182
718002	160,572,1812,1075,2119,743,65,740,131,275,1543,1358,2336,86,499,1474,238,2937,691
718003	56,2493,1418,359,1474
718004	127,315,818,1531,266,155,146,32,35,932,455,219,133,65,81,1493,2607,84,46,398,204,390,1358,87,67,257,37,1201,1474,136,207,3309,1274,1319
718005	932,375,1474,2878,530,502,1265
718006	94,291,292,1358,17,102,38,302,377,627,1474
718007	626,205,787,640,2855,1068,2888,2791,1265,1474
718008	2135,122,264,1069,1474
718009	1446,207,179,890,373,84,1256,359,1474
718010	610,429,866,483,1474
718011	2180,3724,3323,2787,2697,2189,1356,1711,2365,532,3112,2507,1474
718012	545,1447,3801,359,1474
718013	554,874,1474
718014	238,325,332,1474
718015	1474,1074
718016	588,1474
718017	215,747,2356,85,1522,854,179,1493,1615,84,2502,797,3087,1068,536,1271,2693,1474
718018	116,743,65,145,691,589,76,69,4,588,106,1474
718019	740,1474
718020	1658,1474
718021	1252,45,351,779,1586,499,1474
718022	818,320,1711,1474
718023	508,1423,1358,872,1401,604,41,793,1474
718024	1993,332,2199,1474
718025	2726,3340,474,1503,1254,1474
718026	1867,1468,811,1474
718027	1079,1474
718028	1125,335,987,1313,1474
718029	2213,970,242,1071,1474
718030	951,1930,1474
718031	2106,592,350,231,310,1791,73,344,956,254,1474
718032	1059,2774,65,1358,793,1474
718033	127,1396,538,266,497,1344,686,1075,254,157,176,854,339,65,740,450,347,275,14,707,15,1377,699,2012,1474,45,2774,1226,3397,154,617,1158,359,510,167
718034	176,876,2395,2959,289,1403,1817,325,478,450,581,86,392,1265,909,477,1474
718035	127,721,1474,65,344,988,588,1324
718036	85,1474
718037	314,1813,548,1570,1976,3053,2166,122,411,95,779,673,1354,2487,1059,2835,67,86,485,499,1630,805,593,1124,1868,155,1571,3124,2869,2295,344,740,1262,966,1307,513,671,1364,3781,1375,806,1791,617,604,691,538,205,267,1123,254,3085,347,2324,275,977,2319,1497,2122,3509,913,474,1788,905,157,813,1098,854,84,325,876,1668,1955,1587,2367,1504,1054,985,1474,2459,471,846,359,27
718038	56,770,1811,122,890,464,133,373,952,84,1256,450,32,1474
718039	2521,1469,372,501,1977,493,2652,1474
718040	1319,46,1377,38,1474
718041	1202,1474
718042	1684,1474
718043	12,1474
718044	1857,395,626,1596,1029,984,2529,2253,2449,691,209,2084,3881,3754,1609,500,1474
718045	1374,2423,417,699,698,1474
718046	204,179,818,1225,266,68,65,15,84,46,38,475,254,93,1474
718047	610,95,965,1755,3620,1474
718048	188,2356,254,1474
718049	416,1474
718050	618,122,818,2245,421,152,359,450,863,88,1474
718051	262,1136,455,90,223,257,19,1474
718052	2926,1522,1474,2792,4083,2205,1755,1601
718053	127,262,1128,396,240,76,1951,475,627,1098,1425,171,95,68,2353,65,344,347,1900,621,941,409,464,1474,45,1088,952,351,102,113,41,167,148,535
718054	3705,204,1645,87,1615,60,587,1874,1474
718055	417,1474
718056	144,69,1474
718057	127,144,359,1474
718058	1571,2419,2189,3106,1371,1474
718059	572,811,267,157,254,819,1221,65,740,1587,1543,1358,918,15,699,985,513,1474,2774,238,359
718060	233,737,365,68,382,1474
718061	127,215,921,365,266,310,15,17,131,221,19,1474
718062	678,698,783,1246,1281,219,812,171,642,84,532,236,1066,1690,260,1474,2421,1577,365,913,725
718063	858,1418,488,2455,1474
718064	2829,1474
718065	2453,764,501,1860,841,1474
718066	127,315,1256,678,310,2294,84,3249,72,2581,977,17,67,988,699,2888,513,499,1474,207,1065,452,373,617,1409
718067	2596,1221,1375,1582,17,1377,699,1075,51,169,1474
718068	215,268,1506,1474
718069	1737,2215,572,1474
718070	712,1418,1474
718071	314,2940,1791,474,797,1474
718072	2770,1474
718073	532,1474
718074	718,1326,233,1527,122,2234,471,548,678,257,2565,4092,1654,19,513,1474
718075	626,627,171,397,779,532,2918,833,1423,1358,3495,67,1054,2363,1474,1522,426,2459,79,228,1313
718076	691,1877,106,1474
718077	1737,1723,2461,1474
718078	176,569,2286,258,505,1474
718079	588,106,1474
718080	335,821,1474
718081	1125,259,471,2734,1474
718082	1132,1734,455,122,65,84,599,398,1102,890,1358,128,502,1474,207,952,1591,217,846,373,726,929
718083	773,275,2724,238,3385,372,2797,1474
718084	853,2273,1869,1474
718085	238,65,471,1358,1474
718086	934,19,2432,1474
718087	1474,764,113,702,841,862
718088	1884,327,1474
718089	2579,1125,1474
718090	35,1823,97,1358,678,2144,775,250,1474
718091	219,246,373,240,84,1518,267,143,962,157,1474
718092	162,626,1453,2212,1976,2106,1351,2465,1543,86,1068,718,2149,1364,1474,1527,2169,19,745,600,1870,691
718093	4120,190,2487,1474
718094	1396,160,3340,205,266,1615,1055,267,1207,254,819,451,2556,97,1635,171,65,436,131,740,2514,618,275,1674,977,2358,890,1358,87,2336,15,67,1377,513,2507,1283,1474,1253,45,1370,2162,471,373,2770,2191,359,1259
718095	447,369,214,1474
718096	216,1598,513,95,359,1123,1468,250,1474
718097	314,2465,3177,1204,2001,1474
718098	257,685,1240,3390,1474
718099	37,249,1474
718100	947,1474,149,122
718101	233,160,122,840,554,2539,84,1207,548,208,698,2063,587,222,1364,1474
718102	572,164,205,2355,881,1207,1788,272,686,3291,1078,2437,803,2761,740,387,218,2599,890,1543,872,1759,17,379,1364,1474,45,3509,1630,2573,2162,373,1160,1274,359,1462,510,1409
