	127,797
2416651	710,18
2416652	18,1199
2416653	170,256,153,54,11,18,36,33
2416654	2993,18,1765
2416655	110,31,18,36
2416656	134,18
2416657	31,18,44
2416658	159,174,9,18
2416659	1033,31,18
2416660	1139,18,441
2416661	285,3305,18
2416662	4035,1846,18,141
2416663	619,18,2729
2416664	18,256,153
2416665	9,18
2416666	18,66
2416667	18,612
2416668	710,18
2416669	18,33
2416670	31,18
2416671	31,18
2416672	31,18,28
2416673	90,18
2416674	129,18
2416675	31,18
2416676	957,1460,18,358,106
2416677	18,799
2416678	31,18
2416679	224,18
2416680	364,18,75,137,190
2416681	376,18,111
2416682	31,4065,2330,11,18,36,1242
2416683	50,18
2416684	31,18
2416685	301,3006,2409,851,2,174,305,434,321,18,5
2416686	2522,18,2124,42,556
2416687	227,31,448,2093,63,18,34,118
2416688	92,317,297,18,198,140
2416689	30,18
2416690	151,18
2416691	118,34,18,33
2416692	18,864
2416693	18,311
2416694	4,18,1270
2416695	31,18
2416696	11,18,277
2416697	54,58,18,439
2416698	1173,710,18
2416699	1742,18
2416700	1015,18
2416701	18,256
2416702	1574,18,1728
2416703	54,18
2416704	2909,18,3243
2416705	851,18,36,31
2416706	18,358
2416707	256,18,1076
2416708	881,18,159,8
2416709	1234,18
2416710	317,18
2416711	528,18,280
2416712	118,18
2416713	31,18
2416714	183,18
2416715	139,288,175,18,252
2416716	18,500
2416717	245,31,299,18,609
2416718	972,18
2416719	118,34,18
2416720	18,53
2416721	415,18
2416722	383,1866,18,2571,182
2416723	159,18,1502
2416724	1391,18
2416725	142,181,18,358,3223
2416726	329,18
2416727	759,494,598,693,18
2416728	622,18,75
2416729	1988,18
2416730	18,320
2416731	77,18,83,1842
2416732	3516,160,434,18,4100
2416733	265,18
2416734	317,568,619,874,18,198
2416735	18,198
2416736	31,18
2416737	31,18
2416738	1179,18
2416739	31,18
2416740	2854,1295,380,411,18,3629,3106,499
2416741	18,1502
2416742	83,132,579,18,410,1415
2416743	31,18
2416744	1429,18
2416745	648,24,271,18,321,75,2390
2416746	18,6
2416747	1713,920,1198,78,80,18,3561,112,48
2416748	18,1765
2416749	943,139,31,11,18
2416750	18,612
2416751	31,18
2416752	755,18
2416753	159,18,36
2416754	2555,1173,18
2416755	18,44
2416756	3980,552,34,18
2416757	1483,112,18
2416758	31,18
2416759	34,18,31
2416760	34,18,280,1040
2416761	18,33
2416762	245,142,18,416,589
2416763	172,18
2416764	884,18
2416765	1010,203,301,202,2,795,304,18,140
2416766	280,210,270,18,3619
2416767	2322,151,1082,522,18,1709,1605
2416768	63,18,277
2416769	202,78,18
2416770	920,18
2416771	289,305,18,1380,964
2416772	182,18,31
2416773	11,18
2416774	746,224,18
2416775	414,302,18,611
2416776	50,31,2,18,908
2416777	31,18
2416778	203,18
2416779	34,18
2416780	18,58
2416781	569,18,499
2416782	31,18
2416783	1203,603,18,258,2856,66
2416784	1290,31,18
2416785	18,754
2416786	18,16
2416787	18,92
2416788	18,256,2519
2416789	265,668,34,18
2416790	11,555,18
2416791	9,18
2416792	252,18,106
2416793	818,329,18
2416794	1409,715,18
2416795	360,31,277,448,18,964
2416796	31,18,33
2416797	31,18
2416798	552,63,18
2416799	16,18,36,75
2416800	380,101,18
2416801	63,18
2416802	198,18,6,140
2416803	159,606,18
2416804	860,1148,18,6
2416805	34,18
2416806	162,31,9,52,129,18,1179,48
2416807	18,239
2416808	704,18
2416809	203,24,129,18,2567,1783
2416810	1015,18
2416811	1965,18,140
2416812	341,2,63,18
2416813	301,18,33,141
2416814	118,34,18
2416815	922,224,18
2416816	18,142,3
2416817	271,3727,18
2416818	800,18
2416819	588,18
2416820	615,542,18
2416821	175,18
2416822	11,18
2416823	120,190,18,512
2416824	31,280,104,907,18,36,33,34,118
2416825	4299,18
2416826	2547,179,278,18
2416827	34,18
2416828	51,18,511
2416829	31,18,36
2416830	18,473
2416831	2079,31,18
2416832	3241,2949,4644,111,18
2416833	2,18,540
2416834	1081,31,18,28
2416835	31,18
2416836	18,217
2416837	31,18
2416838	7,3728,18,1619
2416839	210,18
2416840	172,345,439,18,53,16,34
2416841	591,18
2416842	665,2272,6,23,18
2416843	18,543
2416844	2829,18
2416845	1033,31,18
2416846	632,18
2416847	18,256
2416848	220,552,18
2416849	504,34,18,118
2416850	1604,3838,18
2416851	1264,18,512
2416852	336,80,18,198
2416853	972,18
2416854	18,204
2416855	18,296
2416856	2171,112,18
2416857	2,18
2416858	18,1801
2416859	63,18,36
2416860	227,18
2416861	31,18
2416862	401,145,1000,144,18,3420,69,106
2416863	1429,18
2416864	31,18
2416865	647,9,168,18,34
2416866	1574,18,1413
2416867	31,185,23,18,410
2416868	183,31,18
2416869	18,33
2416870	364,174,6,196,18
2416871	50,284,141,11,183,209,18,34
2416872	380,18
2416873	465,449,18
2416874	18,33
2416875	28,92,25,18,75
2416876	289,110,9,18
2416877	504,18
2416878	1238,18,277
2416879	1070,18
2416880	433,18
2416881	52,23,18
2416882	364,118,18,28
2416883	2602,642,18,236,915
2416884	31,18
2416885	3078,18,256
2416886	208,18
2416887	159,868,18
2416888	18,695
2416889	11,245,18
2416890	18,2519
2416891	18,494,33
2416892	556,18,101
2416893	230,18
2416894	382,18
2416895	890,18
2416896	1170,434,18
2416897	8,18,258,1127
2416898	434,18,33
2416899	877,220,18,33,34
2416900	18,995
2416901	647,31,18
2416902	31,18
2416903	18,33
2416904	11,18
2416905	18,612
2416906	52,34,18
2416907	56,2069,18
2416908	11,18,161
2416909	110,31,18
2416910	18,274,300
2416911	31,18
2416912	291,18,300
2416913	510,18
2416914	433,304,18,612
2416915	31,18,36
2416916	206,18,281
2416917	302,18
2416918	18,76,752
2416919	193,18
2416920	1123,18
2416921	31,18
2416922	118,34,18
2416923	31,18,36,34,118
2416924	190,18
2416925	321,18
2416926	336,256,2,292,80,11,18,165
2416927	18,36
2416928	2102,1867,18
2416929	31,508,1502,459,18,612
2416930	1327,288,63,18,75,8
2416931	2265,18,198
2416932	18,251,8
2416933	80,18
2416934	4683,18,36,3719
2416935	301,18
2416936	172,2,150,562,18,16,649
2416937	465,118,18,615
2416938	104,18
2416939	190,18,36,191
2416940	159,18
2416941	159,305,18
2416942	34,18,277
2416943	11,31,18
2416944	31,191,11,18,1818
2416945	151,18,38,136
2416946	1045,31,18,1099
2416947	857,18
2416948	182,18
2416949	745,52,18
2416950	18,543
2416951	109,144,18
2416952	18,36,16
2416953	54,594,18,165,318
2416954	1092,3,18,34,1255
2416955	18,160
2416956	172,18
2416957	111,18,2179
2416958	9,48,18
2416959	182,18,365
2416960	182,18,36
2416961	170,161,256,380,616,100,523,18,33,674
2416962	18,137
2416963	364,18,36,33,58
2416964	199,18
2416965	18,14
2416966	224,18
2416967	2240,552,18
2416968	18,2642,24
2416969	31,18
2416970	2,165,18,6
2416971	159,18,75
2416972	380,18,754
2416973	84,18,136
2416974	449,186,18,16,1306
2416975	9,18,3467
2416976	31,18
2416977	2,858,18,1520,2519,969
2416978	569,172,162,342,6,907,23,18,1605,66
2416979	31,508,18,33,2580,34
2416980	1086,18
2416981	31,9,277,52,300,18,182
2416982	18,33
2416983	465,18
2416984	224,9,24,129,18,8
2416985	449,18,8
2416986	101,716,18
2416987	50,31,183,38,18
2416988	31,18
2416989	1232,31,1330,11,18,36,33,898
2416990	78,18,6,106
2416991	412,18,24
2416992	18,36
2416993	31,18
2416994	31,18
2416995	710,18
2416996	9,78,235,18,36,75,34
2416997	11,18,1632
2416998	159,63,18
2416999	18,1801,1024
2417000	34,18,296
2417001	449,18
2417002	92,18,246
2417003	1416,31,18
2417004	78,141,18,75,112
2417005	270,18
2417006	1442,376,2303,18,591,1597
2417007	18,8
2417008	18,33
2417009	18,33
2417010	28,145,144,18,327
2417011	18,44
2417012	31,18
2417013	915,18
2417014	697,18,4341,1987
2417015	1156,18
2417016	18,256
2417017	4,31,18
2417018	31,18
2417019	628,18
2417020	18,2248
2417021	2213,18
2417022	18,251
2417023	132,18
2417024	31,297,220,7,11,4351,23,18,33,809,1012,1605
2417025	201,286,18,150
2417026	227,239,180,11,18,201,110
2417027	34,18
2417028	31,18,36
2417029	18,1766
2417030	18,256
2417031	31,224,517,24,394,129,18,33
2417032	1232,31,18
2417033	159,907,18
2417034	2183,18
2417035	50,31,6,7,18,33,4
2417036	569,18
2417037	1033,18
2417038	1176,18
2417039	18,4033
2417040	1334,18,1681,110,48
2417041	336,2,317,80,18
2417042	668,265,18,792
2417043	280,18,256,33
2417044	151,18,92
2417045	1622,18
2417046	18,661
2417047	50,18
2417048	183,18,981
2417049	302,31,18
2417050	31,18
2417051	144,18
2417052	18,44,589
2417053	1102,18,36
2417054	9,18
2417055	3263,18
2417056	392,18
2417057	31,18
2417058	18,649
2417059	18,36,8
2417060	278,18
2417061	31,18
2417062	2176,18,1619
2417063	321,18
2417064	203,18
2417065	31,2,18,36,34
2417066	18,254,3
2417067	271,48,18,578
2417068	34,18,661
2417069	31,18,24
2417070	31,18
2417071	198,18,516
2417072	170,256,18,198,34
2417073	220,18,33,1388
2417074	150,1243,18,3641,1293
2417075	193,153,181,18,58,33
2417076	400,18,8
2417077	170,18,256,153
2417078	1446,307,1459,321,18,500,982
2417079	297,18
2417080	18,256
2417081	4,18
2417082	18,436,1301
2417083	139,18
2417084	336,364,504,227,237,28,277,153,54,2,434,512,18,36,118
2417085	90,154,18
2417086	18,280
2417087	193,18
2417088	336,280,256,80,18
2417089	18,362
2417090	288,18
2417091	18,16,8
2417092	18,1445,66
2417093	18,66
2417094	2,18
2417095	324,193,18
2417096	170,18,256,33
2417097	482,18
2417098	1710,18,1348
2417099	3053,179,2949,624,418,18
2417100	1587,18
2417101	1179,18
2417102	1633,1330,18,8,110
2417103	7,182,18,256
2417104	139,18
2417105	11,18,36
2417106	359,18,952
2417107	1013,18
2417108	449,31,18
2417109	31,18,898,2330
2417110	11,18,191
2417111	412,18,1707,110,48
2417112	31,18
2417113	1993,18
2417114	412,845,8,18,410
2417115	110,18
2417116	18,771
2417117	54,18,1408
2417118	11,18
2417119	391,338,18,1247,898,1818,110
2417120	11,18
2417121	2254,4,18,300
2417122	807,224,18
2417123	101,277,320,1193,305,402,1965,107,367,18
2417124	34,18,36,92
2417125	101,18
2417126	34,18,708
2417127	1033,632,18,159
2417128	615,18
2417129	482,132,560,18,110
2417130	132,208,18,44
2417131	203,317,80,18,33,1388,198
2417132	18,33
2417133	1818,129,18
2417134	366,18,256,97
2417135	11,18
2417136	18,691
2417137	31,18
2417138	34,18
2417139	31,18
2417140	227,18
2417141	18,281,3308
2417142	337,1086,18,4852
2417143	18,6
2417144	335,18
2417145	162,31,18
2417146	1805,666,2935,152,18
2417147	227,9,18,706
2417148	2,18,36,33
2417149	851,18,36
2417150	271,18,36
2417151	101,2,63,18,1993
2417152	2446,31,180,522,18,898,201,4
2417153	1127,18,799,311
2417154	190,18
2417155	139,449,185,101,305,667,18,16,8,1245,591,1122,118
2417156	85,92,158,271,632,285,321,18,34,190,2207
2417157	18,439
2417158	1156,18,198
2417159	1008,18
2417160	602,18,439
2417161	31,592,491,239,206,51,18,34,118,377
2417162	749,18
2417163	305,18
2417164	677,18
2417165	110,18,36
2417166	170,18
2417167	18,198
2417168	710,18
2417169	183,546,18,31
2417170	31,18,36
2417171	80,280,18,256
2417172	50,34,18,83
2417173	164,2,326,147,439,321,18,16
2417174	9,125,18,31
2417175	34,18,36,31
2417176	1298,710,18,2568
2417177	183,31,18,36
2417178	18,209
2417179	1818,18
2417180	18,33
2417181	376,18
2417182	144,18
2417183	633,172,18,388
2417184	18,2519
2417185	1635,18
2417186	317,18
2417187	1179,18
2417188	18,1991
2417189	18,394
2417190	920,144,18
2417191	224,790,18,33,182,506
2417192	18,754
2417193	202,18
2417194	569,18
2417195	159,18,1707
2417196	330,1473,18,54
2417197	11,18
2417198	110,18
2417199	9,31,18,36
2417200	139,271,18
2417201	206,229,285,18,313
2417202	23,34,18
2417203	132,18
2417204	18,33
2417205	301,11,107,18,1163
2417206	9,414,78,782,18,1356,302
2417207	31,18
2417208	3799,18
2417209	1818,31,18
2417210	560,186,9,18
2417211	18,33
2417212	31,18
2417213	18,3105
2417214	170,31,18,256
2417215	18,36
2417216	668,18
2417217	18,274
2417218	242,18,1015
2417219	227,18
2417220	465,1232,18
2417221	18,16
2417222	34,18
2417223	623,18
2417224	34,18
2417225	203,301,18,33
2417226	159,18
2417227	3253,376,433,18,492
2417228	170,18
2417229	18,1087
2417230	506,18,36
2417231	18,33
2417232	23,193,18
2417233	50,31,18
2417234	183,18,358
2417235	14,63,18,1286,112
2417236	552,18,142
2417237	619,18
2417238	220,18,33
2417239	110,18
2417240	434,18
2417241	229,1110,234,18
2417242	172,18,36
2417243	187,18
2417244	139,301,655,1099,357,1189,334,265,1015,18,492,53,1424,281
2417245	112,18
2417246	31,280,11,18,198
2417247	619,18
2417248	2079,31,18
2417249	34,18,92,137
2417250	118,34,18
2417251	2,18,33
2417252	18,24
2417253	9,18,320
2417254	168,2504,18,24
2417255	193,256,54,120,297,874,7,181,282,18,58,165,148
2417256	4,190,34,18
2417257	372,9,18,318
2417258	174,4,18,1382
2417259	170,488,144,18,1748
2417260	4,1179,18
2417261	18,2462
2417262	2,18,124
2417263	1375,18
2417264	31,18
2417265	2544,739,2547,18,36,2519
2417266	18,506
2417267	9,388,18,847,3135
2417268	414,107,18
2417269	31,18
2417270	31,18
2417271	18,198
2417272	504,34,18
2417273	54,1929,18
2417274	285,4,18
2417275	31,18
2417276	7,220,18,33
2417277	256,695,18,33,4,3100
2417278	972,18,198
2417279	755,52,574,1467,1862,1039,18,1756,182
2417280	1154,18
2417281	170,18
2417282	18,216
2417283	11,18
2417284	172,18,36,8,110
2417285	338,18,36
2417286	31,18,3406
2417287	18,599
2417288	682,31,18
2417289	4285,18
2417290	9,18
2417291	1524,18,277
2417292	18,58,205
2417293	1092,18,144
2417294	18,168
2417295	31,18,3
2417296	2279,18
2417297	130,2145,713,18
2417298	18,256
2417299	1033,11,31,18
2417300	690,504,63,18,1567,33,3111,472
2417301	52,18
2417302	1579,3516,18
2417303	162,34,18
2417304	4,301,18
2417305	31,18,36
2417306	193,18
2417307	183,1921,182,18
2417308	11,18,33
2417309	31,18
2417310	31,18
2417311	1644,18
2417312	18,256,789
2417313	18,300
2417314	1954,18,1619,106
2417315	18,44
2417316	18,256
2417317	118,18,31,34
2417318	1013,18
2417319	31,1033,11,18,1707
2417320	104,125,18
2417321	130,18
2417322	972,1235,18
2417323	4,1297,18
2417324	2868,3013,18
2417325	191,1094,1862,18,552
2417326	504,31,18,36
2417327	18,3082
2417328	18,945
2417329	31,18
2417330	154,18
2417331	18,1182
2417332	190,31,18
2417333	31,18,898
2417334	1352,34,18
2417335	110,18
2417336	465,203,295,24,446,212,187,18,110,612,3052
2417337	556,18
2417338	1921,18
2417339	556,18
2417340	449,31,101,2839,18,36,8,704
2417341	520,63,18,162
2417342	63,18
2417343	443,18
2417344	464,18
2417345	1929,18
2417346	288,18,24,2053
2417347	18,33
2417348	170,256,1973,297,7,18,76
2417349	301,18
2417350	18,274,92
2417351	63,18
2417352	168,63,18,141
2417353	363,18
2417354	34,18,36,31
2417355	256,335,18,36,33,501
2417356	11,18
2417357	391,18,8
2417358	721,18
2417359	546,111,853,1965,11,18
2417360	31,18,36
2417361	90,18
2417362	443,18,198,2286
2417363	1170,18,36,31
2417364	872,18
2417365	4,18
2417366	611,18,254,69
2417367	31,18
2417368	182,18,31,394
2417369	655,18,8
2417370	34,18,320
2417371	504,18
2417372	159,101,18
2417373	18,204
2417374	442,18
2417375	11,18
2417376	110,18,2642
2417377	31,18
2417378	151,18
2417379	227,18,277
2417380	246,63,18,110,34,190
2417381	229,18,3
2417382	201,18
2417383	18,33
2417384	1242,31,18
2417385	345,9,31,18
2417386	317,943,18
2417387	170,256,28,181,18
2417388	556,18
2417389	63,18,6
2417390	416,18,106
2417391	1242,1232,31,18
2417392	34,18,805
2417393	11,18,258,828
2417394	18,377,246
2417395	18,136,1146
2417396	279,18,441
2417397	31,18
2417398	31,18
2417399	51,18
2417400	18,36
2417401	18,36
2417402	1033,602,159,18,137
2417403	31,18,36,34,118
2417404	18,3528
2417405	302,18
2417406	906,335,388,661,18,2551
2417407	18,28,16
2417408	474,327,18
2417409	465,31,18,36,110
2417410	556,18,619,53
2417411	34,18,31
2417412	18,24
2417413	2171,112,18,500
2417414	4,18,2806,24
2417415	7,52,18,168
2417416	18,280,2268
2417417	159,110,18,828
2417418	605,2387,3515,18,589
2417419	52,18,33,16,34
2417420	938,18
2417421	78,18
2417422	710,18
2417423	459,120,18
2417424	302,18
2417425	9,18,180,141
2417426	220,190,321,18
2417427	31,256,280,153,18
2417428	2454,11,18
2417429	18,277,137
2417430	291,2216,18,185
2417431	18,1841,68
2417432	449,18,36,53,8,66
2417433	18,33
2417434	31,18
2417435	256,78,2172,158,18
2417436	31,18
2417437	528,345,78,622,18
2417438	203,139,256,153,54,2,18
2417439	2321,465,304,18,1916,195,190
2417440	18,281,239
2417441	305,118,18,34
2417442	666,18
2417443	118,34,18
2417444	1125,265,18,208,69,972,1363
2417445	44,1491,887,560,141,168,18,392
2417446	778,18,3462
2417447	18,359,1059
2417448	294,2,440,1277,36,192,18,33,1283,177
2417449	9,1502,11,18,75
2417450	18,195
2417451	9,18
2417452	821,46,18,272
2417453	18,506
2417454	447,1507,18
2417455	31,18
2417456	522,18,36
2417457	31,202,11,18,8
2417458	628,18
2417459	335,18,2024
2417460	18,28,1093
2417461	18,1324
2417462	1978,18
2417463	11,18,28
2417464	50,18
2417465	18,1311
2417466	110,18
2417467	18,2458
2417468	18,36
2417469	210,18
2417470	291,18
2417471	552,18
2417472	666,9,18,208
2417473	224,560,129,18,110
2417474	11,31,18,36
2417475	52,18
2417476	18,490,1896
2417477	569,1507,120,2654,18,500
2417478	190,18
2417479	159,504,18,36
2417480	2,18
2417481	301,18
2417482	18,68
2417483	18,36,33
2417484	4276,18,36
2417485	18,377
2417486	18,28
2417487	628,979,437,18
2417488	18,68
2417489	313,52,18,28
2417490	645,552,18
2417491	280,134,181,11,18,58
2417492	401,145,1658,18,106
2417493	31,18,36,8
2417494	449,790,18
2417495	18,180
2417496	18,612
2417497	11,18
2417498	446,18,16,110,2146
2417499	31,18,36,68
2417500	85,18
2417501	4511,196,18
2417502	159,18
2417503	159,18
2417504	2448,18
2417505	1377,18
2417506	31,18,1471
2417507	9,18,6
2417508	31,256,11,18,33
2417509	220,1641,18
2417510	11,1837,18
2417511	18,33,845
2417512	345,23,18,274
2417513	78,158,18,36,341,118
2417514	63,18
2417515	256,220,18,34,118,2096
2417516	3602,277,444,120,229,11,18,36,302
2417517	1100,24,630,186,18,53,118
2417518	118,34,18
2417519	1789,301,832,402,18
2417520	235,18
2417521	2093,18
2417522	50,11,31,18
2417523	324,18,33,260
2417524	112,18,33,75
2417525	5,18
2417526	2,18,578
2417527	242,18,1134
2417528	31,18
2417529	11,31,18
2417530	18,2764
2417531	18,198
2417532	2200,18
2417533	271,18
2417534	78,655,18
2417535	3875,18
2417536	18,251
2417537	380,18
2417538	31,18,1247
2417539	18,277
2417540	196,18,3574
2417541	101,18
2417542	170,888,85,487,18,8
2417543	515,18
2417544	31,150,843,1138,18,36,34
2417545	324,18
2417546	8,18,1241,1133
2417547	317,327,18,198
2417548	778,28,872,265,18,740
2417549	4304,18,6,1969
2417550	907,18
2417551	18,1739
2417552	302,18
2417553	14,7,979,18,165
2417554	560,326,304,18,34
2417555	34,18,28,165
2417556	676,4,18,558
2417557	18,36
2417558	162,18
2417559	459,11,18,239
2417560	132,18
2417561	317,18
2417562	603,18
2417563	154,1778,18
2417564	2894,18
2417565	31,18,2335
2417566	18,550
2417567	18,195
2417568	18,280
2417569	305,18,255
2417570	1210,18,246
2417571	18,33
2417572	24,2,150,206,18,16,34,66
2417573	18,36
2417574	18,28
2417575	18,142
2417576	284,31,18
2417577	31,18
2417578	28,256,380,191,100,11,23,18
2417579	278,217,667,18,143,53,898
2417580	235,2284,18,254
2417581	18,898
2417582	118,34,18
2417583	482,324,54,191,158,271,18,258,5
2417584	159,34,18
2417585	4001,18
2417586	730,18,36,31
2417587	1228,2400,18
2417588	31,18
2417589	18,3339
2417590	54,18,256
2417591	18,1408
2417592	54,4,18,910
2417593	18,1085,66
2417594	18,251,236
2417595	301,18
2417596	1818,11,31,18
2417597	100,18,33,69
2417598	3269,18,185,3223
2417599	465,224,235,187,18
2417600	256,54,63,18,33,573
2417601	1033,23,18
2417602	414,872,18,2403
2417603	934,18
2417604	391,2022,18
2417605	151,31,18
2417606	465,31,24,18,36,8
2417607	31,18
2417608	801,292,695,18,36,137
2417609	159,101,18,300
2417610	182,18,31
2417611	110,18
2417612	9,1557,412,289,52,180,18,1163,75
2417613	504,31,1932,18,36,88
2417614	18,754
2417615	80,118,18
2417616	118,34,18,280
2417617	18,2178,311
2417618	1459,18,3984
2417619	18,256
2417620	2022,925,18
2417621	31,18,256,1382
2417622	4,182,18
2417623	179,3520,129,18
2417624	925,159,8,18,258,1127
2417625	31,18
2417626	31,2,684,1070,18,36,16,2079,274
2417627	196,18,58
2417628	497,18,492
2417629	18,281
2417630	2414,18
2417631	183,158,18
2417632	223,18
2417633	203,18
2417634	151,18
2417635	18,36,34,118,963
2417636	818,18,254
2417637	510,18
2417638	1412,18
2417639	31,18
2417640	18,759
2417641	18,280
2417642	271,18,359
2417643	1203,18
2417644	18,691
2417645	18,708
2417646	208,18
2417647	4024,2902,2729,18,1015
